hour,temperature,demand
10,5.52,150.09
11,6.81,136.61
12,8.02,121.38
13,9.05,123.0
14,9.85,129.01
15,10.35,111.91
16,10.52,126.73
17,10.35,169.76
18,9.85,184.0
19,9.05,201.26
20,8.02,210.13
21,6.81,192.21
22,5.52,186.99
23,4.22,130.59
0,10.08,92.06
1,9.05,100.82
2,8.25,97.86
3,7.75,94.63
4,7.58,121.75
5,7.75,79.27
6,8.25,146.15
7,9.05,160.1
8,10.08,129.2
9,11.29,131.96
10,12.58,120.45
11,13.88,112.09
12,15.08,106.75
13,16.12,114.36
14,16.91,109.49
15,17.41,111.6
16,17.58,107.33
17,17.41,176.59
18,16.91,172.33
19,16.12,172.27
20,15.08,146.23
21,13.88,162.72
22,12.58,178.62
23,11.29,122.44
0,26.64,87.82
1,25.6,73.22
2,24.81,59.7
3,24.31,62.7
4,24.14,86.46
5,24.31,71.66
6,24.81,121.77
7,25.6,141.71
8,26.64,131.08
9,27.84,143.84
10,29.14,120.55
11,30.43,134.33
12,31.64,146.22
13,32.67,146.56
14,33.47,145.65
15,33.97,169.67
16,34.14,157.92
17,33.97,224.74
18,33.47,234.03
19,32.67,206.19
20,31.64,199.32
21,30.43,199.49
22,29.14,194.02
23,27.84,120.85
0,7.8,105.36
1,6.76,105.6
2,5.97,103.5
3,5.47,112.99
4,5.3,102.71
5,5.47,109.99
6,5.97,159.78
7,6.76,143.61
8,7.8,170.56
9,9.0,146.49
10,10.3,115.71
11,11.59,114.14
12,12.8,111.57
13,13.83,106.73
14,14.63,110.94
15,15.13,101.66
16,15.3,103.71
17,15.13,155.89
18,14.63,175.66
19,13.83,172.75
20,12.8,182.98
21,11.59,167.61
22,10.3,165.94
23,9.0,121.57
0,21.61,83.42
1,20.57,92.11
2,19.78,73.31
3,19.28,61.13
4,19.11,64.57
5,19.28,86.58
6,19.78,115.81
7,20.57,122.09
8,21.61,131.35
9,22.81,142.57
10,24.11,91.84
11,25.4,119.87
12,26.61,117.48
13,27.64,118.01
14,28.44,127.2
15,28.94,119.77
16,29.11,129.7
17,28.94,191.23
18,28.44,177.19
19,27.64,169.8
20,26.61,177.34
21,25.4,172.01
22,24.11,155.42
23,22.81,119.88
0,28.69,86.97
1,27.66,83.68
2,26.86,66.62
3,26.37,80.59
4,26.19,69.15
5,26.37,68.39
6,26.86,156.47
7,27.66,145.1
8,28.69,145.8
9,29.9,153.75
10,31.19,153.24
11,32.49,145.19
12,33.69,149.41
13,34.73,174.64
14,35.52,162.73
15,36.02,177.06
16,36.19,169.54
17,36.02,221.41
18,35.52,231.65
19,34.73,209.2
20,33.69,220.85
21,32.49,210.39
22,31.19,197.01
23,29.9,131.03
0,23.62,72.8
1,22.59,59.81
2,21.79,61.77
3,21.29,89.52
4,21.12,90.38
5,21.29,63.27
6,21.79,116.36
7,22.59,137.54
8,23.62,119.2
9,24.83,135.65
10,26.12,109.38
11,27.42,112.01
12,28.62,127.26
13,29.66,128.13
14,30.45,140.09
15,30.95,133.17
16,31.12,130.92
17,30.95,189.96
18,30.45,181.29
19,29.66,189.33
20,28.62,200.54
21,27.42,172.4
22,26.12,155.32
23,24.83,99.06
0,5.41,97.67
1,4.38,99.01
2,3.58,126.24
3,3.08,109.13
4,2.91,105.79
5,3.08,106.96
6,3.58,159.56
7,4.38,168.2
8,5.41,156.67
9,6.62,174.32
10,7.91,133.5
11,9.21,128.0
12,10.41,117.99
13,11.45,120.33
14,12.24,126.8
15,12.74,117.63
16,12.91,119.98
17,12.74,172.96
18,12.24,171.79
19,11.45,174.79
20,10.41,181.23
21,9.21,170.33
22,7.91,186.19
23,6.62,142.82
0,18.0,89.69
1,16.96,59.34
2,16.17,59.45
3,15.67,87.1
4,15.5,94.36
5,15.67,69.03
6,16.17,140.22
7,16.96,134.36
8,18.0,138.32
9,19.21,136.63
10,20.5,109.74
11,21.79,96.77
12,23.0,111.11
13,24.04,116.17
14,24.83,120.57
15,25.33,110.2
16,25.5,110.48
17,25.33,183.01
18,24.83,148.21
19,24.04,166.61
20,23.0,179.32
21,21.79,147.54
22,20.5,162.73
23,19.21,118.18
0,14.59,83.4
1,13.55,70.99
2,12.76,83.82
3,12.26,71.47
4,12.09,75.25
5,12.26,77.77
6,12.76,139.55
7,13.55,134.44
8,14.59,152.69
9,15.8,126.81
10,17.09,102.73
11,18.38,104.6
12,19.59,104.48
13,20.63,105.81
14,21.42,112.99
15,21.92,107.25
16,22.09,104.23
17,21.92,171.03
18,21.42,178.53
19,20.63,156.63
20,19.59,162.82
21,18.38,175.42
22,17.09,164.77
23,15.8,103.31
0,3.24,111.72
1,2.21,106.39
2,1.41,121.03
3,0.91,115.37
4,0.74,123.63
5,0.91,122.01
6,1.41,172.39
7,2.21,166.03
8,3.24,170.3
9,4.45,170.44
10,5.74,127.76
11,7.04,127.43
12,8.24,137.55
13,9.28,121.55
14,10.07,129.05
15,10.57,120.32
16,10.74,133.4
17,10.57,164.53
18,10.07,198.22
19,9.28,171.98
20,8.24,198.27
21,7.04,190.01
22,5.74,199.61
23,4.45,135.07
0,31.17,117.42
1,30.13,93.33
2,29.34,92.09
3,28.84,92.33
4,28.67,106.99
5,28.84,85.03
6,29.34,145.66
7,30.13,167.1
8,31.17,158.72
9,32.38,171.14
10,33.67,176.92
11,34.96,167.44
12,36.17,174.07
13,37.21,179.17
14,38.0,185.79
15,38.5,179.36
16,38.67,174.07
17,38.5,251.08
18,38.0,239.26
19,37.21,230.65
20,36.17,234.94
21,34.96,219.56
22,33.67,213.43
23,32.38,146.06
0,8.96,97.87
1,7.93,94.22
2,7.13,110.73
3,6.63,110.72
4,6.46,109.89
5,6.63,106.26
6,7.13,147.22
7,7.93,142.08
8,8.96,119.26
9,10.17,140.69
10,11.46,120.71
11,12.76,122.45
12,13.96,106.87
13,15.0,108.47
14,15.79,102.62
15,16.29,115.09
16,16.46,113.99
17,16.29,180.21
18,15.79,164.2
19,15.0,168.17
20,13.96,186.33
21,12.76,148.04
22,11.46,170.75
23,10.17,123.13
0,8.69,93.2
1,7.66,96.15
2,6.86,84.64
3,6.36,89.51
4,6.19,100.93
5,6.36,103.5
6,6.86,157.87
7,7.66,155.87
8,8.69,155.1
9,9.9,151.6
10,11.19,124.43
11,12.49,117.8
12,13.69,110.35
13,14.73,111.75
14,15.52,112.19
15,16.02,110.82
16,16.19,102.26
17,16.02,153.18
18,15.52,166.06
19,14.73,161.77
20,13.69,177.34
21,12.49,159.47
22,11.19,198.68
23,9.9,118.69
0,15.48,66.96
1,14.44,77.62
2,13.65,91.42
3,13.15,90.04
4,12.98,87.24
5,13.15,74.42
6,13.65,135.08
7,14.44,138.33
8,15.48,131.4
9,16.68,128.25
10,17.98,111.92
11,19.27,105.92
12,20.48,113.6
13,21.51,109.07
14,22.31,107.72
15,22.81,103.84
16,22.98,85.9
17,22.81,156.43
18,22.31,181.29
19,21.51,159.99
20,20.48,169.34
21,19.27,185.9
22,17.98,154.11
23,16.68,111.45
0,21.15,68.57
1,20.12,61.18
2,19.32,67.98
3,18.82,87.21
4,18.65,59.33
5,18.82,54.33
6,19.32,121.28
7,20.12,136.03
8,21.15,122.75
9,22.36,139.9
10,23.65,104.92
11,24.95,110.91
12,26.15,126.92
13,27.19,125.93
14,27.98,128.96
15,28.48,131.81
16,28.65,122.73
17,28.48,186.39
18,27.98,192.33
19,27.19,167.84
20,26.15,177.62
21,24.95,151.84
22,23.65,166.76
23,22.36,120.18
0,28.02,88.38
1,26.99,98.3
2,26.19,81.38
3,25.69,59.05
4,25.52,76.12
5,25.69,73.9
6,26.19,141.96
7,26.99,142.94
8,28.02,159.16
9,29.23,159.96
10,30.52,140.12
11,31.82,147.35
12,33.02,160.38
13,34.06,157.9
14,34.85,159.93
15,35.35,165.26
16,35.52,160.72
17,35.35,198.25
18,34.85,232.1
19,34.06,221.7
20,33.02,214.91
21,31.82,190.66
22,30.52,190.25
23,29.23,141.74
0,5.66,92.57
1,4.62,108.13
2,3.83,112.72
3,3.33,93.0
4,3.16,116.84
5,3.33,111.51
6,3.83,152.01
7,4.62,155.97
8,5.66,144.36
9,6.86,153.94
10,8.16,132.57
11,9.45,121.03
12,10.66,124.44
13,11.69,124.7
14,12.49,125.11
15,12.99,113.61
16,13.16,106.08
17,12.99,178.17
18,12.49,162.88
19,11.69,177.12
20,10.66,201.07
21,9.45,166.62
22,8.16,204.86
23,6.86,138.09
0,10.19,90.99
1,9.16,86.82
2,8.36,105.96
3,7.86,88.71
4,7.69,93.85
5,7.86,97.02
6,8.36,145.59
7,9.16,160.41
8,10.19,151.69
9,11.4,146.97
10,12.69,114.69
11,13.99,112.66
12,15.19,103.14
13,16.23,95.11
14,17.02,96.93
15,17.52,112.54
16,17.69,101.66
17,17.52,160.91
18,17.02,165.24
19,16.23,160.04
20,15.19,168.9
21,13.99,176.99
22,12.69,185.79
23,11.4,130.51
0,20.39,81.29
1,19.36,86.51
2,18.56,62.0
3,18.06,73.34
4,17.89,70.45
5,18.06,90.5
6,18.56,126.88
7,19.36,136.16
8,20.39,136.63
9,21.6,138.81
10,22.89,111.94
11,24.19,110.22
12,25.39,96.89
13,26.43,115.77
14,27.22,124.97
15,27.72,122.75
16,27.89,117.09
17,27.72,173.96
18,27.22,194.98
19,26.43,164.13
20,25.39,164.41
21,24.19,147.66
22,22.89,166.51
23,21.6,107.78
0,24.22,68.52
1,23.18,74.53
2,22.39,83.86
3,21.89,83.86
4,21.72,84.25
5,21.89,57.37
6,22.39,129.05
7,23.18,135.68
8,24.22,131.01
9,25.42,132.69
10,26.72,125.21
11,28.01,119.01
12,29.22,132.34
13,30.25,137.41
14,31.05,149.4
15,31.55,151.04
16,31.72,142.88
17,31.55,201.38
18,31.05,196.91
19,30.25,187.49
20,29.22,191.41
21,28.01,198.19
22,26.72,157.54
23,25.42,116.81
0,19.47,86.46
1,18.43,86.5
2,17.64,68.51
3,17.14,93.99
4,16.97,67.53
5,17.14,60.63
6,17.64,134.3
7,18.43,130.34
8,19.47,124.56
9,20.67,122.9
10,21.97,109.72
11,23.26,103.7
12,24.47,111.83
13,25.5,105.27
14,26.3,108.08
15,26.8,123.72
16,26.97,125.75
17,26.8,166.04
18,26.3,193.91
19,25.5,184.77
20,24.47,181.75
21,23.26,165.9
22,21.97,168.73
23,20.67,97.44
0,10.97,96.51
1,9.94,92.75
2,9.14,92.8
3,8.64,106.26
4,8.47,98.22
5,8.64,72.06
6,9.14,149.86
7,9.94,148.8
8,10.97,147.41
9,12.18,130.38
10,13.47,109.87
11,14.77,116.19
12,15.97,98.94
13,17.01,97.0
14,17.8,115.96
15,18.3,107.14
16,18.47,102.99
17,18.3,180.63
18,17.8,170.3
19,17.01,169.87
20,15.97,167.28
21,14.77,158.93
22,13.47,166.33
23,12.18,115.06
0,19.46,60.9
1,18.43,69.26
2,17.63,73.74
3,17.13,67.84
4,16.96,79.13
5,17.13,70.73
6,17.63,136.07
7,18.43,129.12
8,19.46,126.0
9,20.67,138.78
10,21.96,114.39
11,23.26,108.0
12,24.46,122.28
13,25.5,98.6
14,26.29,126.93
15,26.79,114.96
16,26.96,125.75
17,26.79,174.21
18,26.29,171.45
19,25.5,155.11
20,24.46,158.09
21,23.26,149.31
22,21.96,165.71
23,20.67,111.53
0,21.35,84.86
1,20.31,84.87
2,19.52,73.03
3,19.02,88.89
4,18.85,65.37
5,19.02,75.71
6,19.52,129.07
7,20.31,137.58
8,21.35,135.85
9,22.55,119.43
10,23.85,91.99
11,25.14,107.84
12,26.35,122.87
13,27.38,108.56
14,28.18,125.59
15,28.68,126.3
16,28.85,116.94
17,28.68,175.49
18,28.18,185.72
19,27.38,177.65
20,26.35,176.34
21,25.14,157.56
22,23.85,156.29
23,22.55,94.69
0,13.3,87.68
1,12.27,88.14
2,11.47,93.35
3,10.97,100.4
4,10.8,89.06
5,10.97,84.57
6,11.47,149.78
7,12.27,129.12
8,13.3,140.92
9,14.51,126.11
10,15.8,112.04
11,17.09,112.36
12,18.3,111.85
13,19.34,100.76
14,20.13,106.43
15,20.63,106.1
16,20.8,115.56
17,20.63,186.35
18,20.13,174.61
19,19.34,168.83
20,18.3,176.3
21,17.09,165.08
22,15.8,177.24
23,14.51,116.26
0,14.33,77.57
1,13.29,77.32
2,12.5,84.29
3,12.0,91.38
4,11.83,99.1
5,12.0,85.3
6,12.5,134.55
7,13.29,135.41
8,14.33,136.7
9,15.53,116.65
10,16.83,110.93
11,18.12,111.12
12,19.33,109.49
13,20.36,106.9
14,21.16,110.76
15,21.66,112.9
16,21.83,114.04
17,21.66,154.08
18,21.16,163.82
19,20.36,169.85
20,19.33,148.71
21,18.12,163.75
22,16.83,159.48
23,15.53,113.95
0,10.64,94.02
1,9.6,97.36
2,8.81,99.33
3,8.31,104.83
4,8.14,109.77
5,8.31,77.38
6,8.81,148.47
7,9.6,136.56
8,10.64,135.16
9,11.84,119.91
10,13.14,107.63
11,14.43,119.05
12,15.64,113.66
13,16.67,104.51
14,17.47,102.09
15,17.97,112.24
16,18.14,100.29
17,17.97,162.13
18,17.47,171.18
19,16.67,174.01
20,15.64,175.65
21,14.43,162.44
22,13.14,175.93
23,11.84,113.42
0,18.18,65.84
1,17.14,96.35
2,16.35,71.05
3,15.85,77.45
4,15.68,64.26
5,15.85,88.29
6,16.35,121.53
7,17.14,133.3
8,18.18,139.56
9,19.39,125.17
10,20.68,106.06
11,21.97,110.91
12,23.18,111.58
13,24.21,103.64
14,25.01,111.39
15,25.51,103.4
16,25.68,115.05
17,25.51,161.29
18,25.01,170.05
19,24.21,177.16
20,23.18,161.08
21,21.97,159.42
22,20.68,147.04
23,19.39,113.25
0,21.75,84.67
1,20.72,72.59
2,19.92,85.25
3,19.42,81.72
4,19.25,62.6
5,19.42,82.68
6,19.92,126.04
7,20.72,120.21
8,21.75,129.51
9,22.96,130.98
10,24.25,106.69
11,25.55,112.2
12,26.75,122.48
13,27.79,122.4
14,28.58,141.32
15,29.08,122.67
16,29.25,126.53
17,29.08,202.34
18,28.58,177.02
19,27.79,172.39
20,26.75,164.95
21,25.55,165.9
22,24.25,149.79
23,22.96,106.51
0,11.32,83.46
1,10.28,83.0
2,9.49,93.66
3,8.99,84.3
4,8.82,95.16
5,8.99,101.33
6,9.49,137.36
7,10.28,157.49
8,11.32,142.53
9,12.52,135.25
10,13.82,122.12
11,15.11,102.79
12,16.32,103.9
13,17.35,109.32
14,18.15,103.42
15,18.65,107.8
16,18.82,106.28
17,18.65,162.54
18,18.15,164.06
19,17.35,152.01
20,16.32,155.55
21,15.11,177.99
22,13.82,175.49
23,12.52,117.01
0,11.03,79.36
1,10.0,92.17
2,9.2,92.4
3,8.7,101.83
4,8.53,83.5
5,8.7,102.54
6,9.2,147.73
7,10.0,136.26
8,11.03,142.3
9,12.24,126.62
10,13.53,107.08
11,14.83,105.59
12,16.03,103.01
13,17.07,108.68
14,17.86,110.34
15,18.36,116.01
16,18.53,92.98
17,18.36,158.57
18,17.86,171.58
19,17.07,164.09
20,16.03,188.99
21,14.83,165.06
22,13.53,166.9
23,12.24,117.82
0,4.36,95.03
1,3.33,97.71
2,2.53,103.59
3,2.03,111.65
4,1.86,106.22
5,2.03,102.87
6,2.53,162.81
7,3.33,175.07
8,4.36,145.9
9,5.57,160.63
10,6.86,132.79
11,8.16,137.11
12,9.36,125.95
13,10.4,125.82
14,11.19,113.24
15,11.69,121.12
16,11.86,114.26
17,11.69,159.38
18,11.19,174.85
19,10.4,180.01
20,9.36,177.95
21,8.16,170.38
22,6.86,189.94
23,5.57,134.27
0,10.58,109.43
1,9.54,91.12
2,8.75,107.51
3,8.25,101.34
4,8.08,91.07
5,8.25,106.49
6,8.75,152.24
7,9.54,166.09
8,10.58,144.37
9,11.78,149.3
10,13.08,106.46
11,14.37,103.65
12,15.58,100.58
13,16.61,108.97
14,17.41,107.05
15,17.91,110.23
16,18.08,113.53
17,17.91,151.41
18,17.41,169.06
19,16.61,161.58
20,15.58,172.29
21,14.37,170.37
22,13.08,160.9
23,11.78,108.41
0,24.51,77.09
1,23.48,58.5
2,22.68,72.27
3,22.19,71.51
4,22.01,84.68
5,22.19,70.49
6,22.68,131.37
7,23.48,124.52
8,24.51,134.51
9,25.72,138.11
10,27.01,127.18
11,28.31,136.03
12,29.51,131.02
13,30.55,129.15
14,31.35,143.67
15,31.84,145.29
16,32.01,149.86
17,31.84,212.27
18,31.35,205.62
19,30.55,210.16
20,29.51,188.99
21,28.31,173.76
22,27.01,180.0
23,25.72,113.36
0,23.23,94.21
1,22.19,83.98
2,21.4,93.04
3,20.9,81.74
4,20.73,76.92
5,20.9,80.5
6,21.4,138.33
7,22.19,129.61
8,23.23,123.52
9,24.44,141.53
10,25.73,107.76
11,27.02,121.58
12,28.23,130.29
13,29.26,132.61
14,30.06,127.29
15,30.56,121.34
16,30.73,152.43
17,30.56,189.21
18,30.06,201.54
19,29.26,199.76
20,28.23,187.99
21,27.02,169.95
22,25.73,172.45
23,24.44,100.15
0,29.85,100.61
1,28.82,83.41
2,28.02,82.65
3,27.52,85.49
4,27.35,86.69
5,27.52,102.59
6,28.02,136.8
7,28.82,143.01
8,29.85,149.96
9,31.06,160.96
10,32.35,146.82
11,33.65,142.64
12,34.85,146.66
13,35.89,161.97
14,36.68,171.76
15,37.18,181.36
16,37.35,172.99
17,37.18,228.92
18,36.68,234.8
19,35.89,232.49
20,34.85,209.32
21,33.65,205.32
22,32.35,204.17
23,31.06,148.38
0,9.33,97.44
1,8.3,96.56
2,7.5,90.9
3,7.0,103.03
4,6.83,101.64
5,7.0,111.93
6,7.5,154.36
7,8.3,145.26
8,9.33,150.94
9,10.54,143.33
10,11.83,123.27
11,13.13,118.92
12,14.33,108.82
13,15.37,104.55
14,16.16,106.78
15,16.66,103.77
16,16.83,97.29
17,16.66,162.61
18,16.16,156.83
19,15.37,150.28
20,14.33,181.93
21,13.13,156.78
22,11.83,174.81
23,10.54,134.89
0,25.23,86.25
1,24.2,78.05
2,23.4,93.33
3,22.9,72.59
4,22.73,73.03
5,22.9,70.09
6,23.4,129.94
7,24.2,129.97
8,25.23,128.89
9,26.44,148.5
10,27.73,126.19
11,29.03,130.87
12,30.23,143.29
13,31.27,141.27
14,32.06,149.38
15,32.56,149.24
16,32.73,139.18
17,32.56,201.93
18,32.06,197.49
19,31.27,186.84
20,30.23,177.98
21,29.03,189.2
22,27.73,162.94
23,26.44,111.9
0,7.67,81.88
1,6.63,120.06
2,5.84,88.26
3,5.34,107.93
4,5.17,90.42
5,5.34,87.59
6,5.84,173.52
7,6.63,159.5
8,7.67,153.52
9,8.87,137.95
10,10.17,127.0
11,11.46,123.77
12,12.67,115.0
13,13.7,99.82
14,14.5,112.05
15,15.0,108.5
16,15.17,107.44
17,15.0,178.42
18,14.5,161.69
19,13.7,167.95
20,12.67,179.02
21,11.46,176.5
22,10.17,170.84
23,8.87,124.05
0,22.14,74.32
1,21.1,77.44
2,20.31,70.39
3,19.81,72.1
4,19.64,85.65
5,19.81,77.69
6,20.31,131.63
7,21.1,121.89
8,22.14,137.36
9,23.34,133.48
10,24.64,95.56
11,25.93,113.5
12,27.14,120.76
13,28.17,119.27
14,28.97,137.85
15,29.47,135.38
16,29.64,135.25
17,29.47,200.99
18,28.97,195.96
19,28.17,189.54
20,27.14,179.94
21,25.93,172.03
22,24.64,147.48
23,23.34,108.22
0,12.19,72.69
1,11.15,83.58
2,10.36,105.81
3,9.86,99.21
4,9.69,105.93
5,9.86,101.24
6,10.36,147.12
7,11.15,141.89
8,12.19,142.09
9,13.39,139.63
10,14.69,110.77
11,15.98,94.18
12,17.19,101.6
13,18.22,106.09
14,19.02,101.78
15,19.51,121.6
16,19.69,114.76
17,19.51,156.97
18,19.02,181.85
19,18.22,168.85
20,17.19,174.79
21,15.98,168.62
22,14.69,169.0
23,13.39,107.1
0,13.72,78.95
1,12.69,71.52
2,11.89,75.53
3,11.39,105.19
4,11.22,88.14
5,11.39,70.32
6,11.89,129.18
7,12.69,134.67
8,13.72,136.64
9,14.93,124.94
10,16.22,110.28
11,17.52,106.73
12,18.72,101.59
13,19.76,112.08
14,20.55,107.59
15,21.05,107.34
16,21.22,107.16
17,21.05,153.08
18,20.55,164.43
19,19.76,168.89
20,18.72,185.46
21,17.52,167.41
22,16.22,158.83
23,14.93,121.99
0,28.96,93.58
1,27.92,92.11
2,27.13,79.59
3,26.63,102.98
4,26.46,83.49
5,26.63,85.08
6,27.13,144.29
7,27.92,158.12
8,28.96,156.36
9,30.16,162.43
10,31.46,142.73
11,32.75,146.77
12,33.96,153.99
13,34.99,171.39
14,35.79,161.76
15,36.29,157.18
16,36.46,170.97
17,36.29,221.22
18,35.79,233.08
19,34.99,217.61
20,33.96,209.52
21,32.75,211.41
22,31.46,205.99
23,30.16,135.48
0,31.39,102.33
1,30.36,115.29
2,29.56,104.63
3,29.07,82.88
4,28.89,107.99
5,29.07,102.98
6,29.56,160.85
7,30.36,172.39
8,31.39,166.59
9,32.6,170.85
10,33.89,152.67
11,35.19,169.95
12,36.39,166.49
13,37.43,173.43
14,38.22,171.02
15,38.72,188.51
16,38.89,181.28
17,38.72,234.31
18,38.22,229.03
19,37.43,244.96
20,36.39,238.46
21,35.19,221.85
22,33.89,219.3
23,32.6,143.48
0,13.48,89.77
1,12.44,70.21
2,11.65,65.05
3,11.15,86.41
4,10.98,89.86
5,11.15,77.45
6,11.65,140.93
7,12.44,148.11
8,13.48,127.59
9,14.68,144.7
10,15.98,113.46
11,17.27,105.6
12,18.48,111.25
13,19.51,113.51
14,20.31,106.24
15,20.81,113.2
16,20.98,109.65
17,20.81,174.9
18,20.31,173.65
19,19.51,159.82
20,18.48,166.31
21,17.27,177.36
22,15.98,162.19
23,14.68,112.23
0,17.21,61.62
1,16.17,80.87
2,15.38,73.5
3,14.88,82.38
4,14.71,88.79
5,14.88,96.38
6,15.38,123.16
7,16.17,133.59
8,17.21,133.75
9,18.41,144.03
10,19.71,114.2
11,21.0,116.19
12,22.21,104.84
13,23.24,110.06
14,24.04,115.19
15,24.54,113.67
16,24.71,106.55
17,24.54,160.07
18,24.04,154.99
19,23.24,151.47
20,22.21,167.67
21,21.0,160.9
22,19.71,155.89
23,18.41,112.34
0,28.36,92.77
1,27.32,79.23
2,26.53,99.87
3,26.03,61.84
4,25.86,81.56
5,26.03,92.05
6,26.53,140.34
7,27.32,156.55
8,28.36,155.74
9,29.56,153.72
10,30.86,133.71
11,32.15,152.49
12,33.36,158.04
13,34.39,156.79
14,35.19,172.3
15,35.69,167.18
16,35.86,164.36
17,35.69,234.48
18,35.19,207.32
19,34.39,221.75
20,33.36,228.38
21,32.15,187.54
22,30.86,195.17
23,29.56,134.63
0,9.02,87.72
1,7.99,92.86
2,7.19,81.91
3,6.69,87.23
4,6.52,114.69
5,6.69,101.31
6,7.19,158.98
7,7.99,162.34
8,9.02,144.0
9,10.23,152.64
10,11.52,116.75
11,12.82,121.83
12,14.02,112.58
13,15.06,111.37
14,15.85,112.06
15,16.35,104.71
16,16.52,119.67
17,16.35,180.33
18,15.85,176.28
19,15.06,177.04
20,14.02,158.01
21,12.82,178.66
22,11.52,192.24
23,10.23,134.56
0,10.07,72.6
1,9.03,85.68
2,8.24,82.45
3,7.74,109.27
4,7.57,95.27
5,7.74,101.46
6,8.24,156.92
7,9.03,158.13
8,10.07,148.1
9,11.27,141.65
10,12.57,124.98
11,13.86,104.48
12,15.07,106.79
13,16.1,114.69
14,16.9,116.04
15,17.4,121.09
16,17.57,109.54
17,17.4,155.97
18,16.9,170.03
19,16.1,149.26
20,15.07,163.63
21,13.86,163.42
22,12.57,180.42
23,11.27,107.16
0,12.9,96.01
1,11.87,73.19
2,11.07,92.32
3,10.57,101.89
4,10.4,100.62
5,10.57,84.27
6,11.07,132.47
7,11.87,144.7
8,12.9,134.4
9,14.11,133.17
10,15.4,109.46
11,16.7,107.12
12,17.9,106.62
13,18.94,110.48
14,19.73,106.56
15,20.23,100.27
16,20.4,121.84
17,20.23,169.82
18,19.73,160.52
19,18.94,186.68
20,17.9,164.7
21,16.7,149.07
22,15.4,164.0
23,14.11,106.12
0,3.36,117.2
1,2.32,112.22
2,1.53,125.18
3,1.03,119.77
4,0.86,129.26
5,1.03,119.78
6,1.53,165.46
7,2.32,166.11
8,3.36,175.12
9,4.57,161.92
10,5.86,136.49
11,7.15,130.65
12,8.36,139.92
13,9.39,121.19
14,10.19,122.4
15,10.69,124.5
16,10.86,109.32
17,10.69,162.0
18,10.19,163.63
19,9.39,195.98
20,8.36,183.07
21,7.15,189.46
22,5.86,210.61
23,4.57,140.03
0,2.52,122.72
1,1.48,112.36
2,0.69,127.34
3,0.19,110.57
4,0.02,116.72
5,0.19,100.8
6,0.69,186.84
7,1.48,162.21
8,2.52,158.61
9,3.72,162.7
10,5.02,136.3
11,6.31,131.83
12,7.52,129.3
13,8.55,123.5
14,9.35,124.3
15,9.85,123.85
16,10.02,112.96
17,9.85,161.84
18,9.35,171.05
19,8.55,201.84
20,7.52,177.58
21,6.31,197.75
22,5.02,187.67
23,3.72,139.33
0,12.33,82.8
1,11.3,107.59
2,10.5,69.27
3,10.0,86.51
4,9.83,85.15
5,10.0,81.12
6,10.5,133.18
7,11.3,129.84
8,12.33,129.06
9,13.54,137.82
10,14.83,106.73
11,16.13,115.44
12,17.33,101.92
13,18.37,101.38
14,19.16,104.59
15,19.66,96.06
16,19.83,117.6
17,19.66,156.65
18,19.16,175.91
19,18.37,156.43
20,17.33,180.18
21,16.13,154.98
22,14.83,172.63
23,13.54,110.64
0,10.45,89.11
1,9.41,97.65
2,8.62,108.49
3,8.12,85.21
4,7.95,90.35
5,8.12,74.8
6,8.62,158.84
7,9.41,156.21
8,10.45,136.85
9,11.66,132.82
10,12.95,111.44
11,14.24,108.45
12,15.45,105.79
13,16.48,107.46
14,17.28,109.68
15,17.78,105.59
16,17.95,98.33
17,17.78,173.3
18,17.28,163.13
19,16.48,172.53
20,15.45,150.78
21,14.24,174.54
22,12.95,161.56
23,11.66,124.84
0,5.81,90.98
1,4.77,91.42
2,3.98,96.78
3,3.48,121.67
4,3.31,101.71
5,3.48,98.37
6,3.98,163.0
7,4.77,156.75
8,5.81,154.36
9,7.01,148.67
10,8.31,122.67
11,9.6,137.53
12,10.81,118.18
13,11.84,118.8
14,12.64,108.63
15,13.14,117.4
16,13.31,117.13
17,13.14,166.94
18,12.64,169.73
19,11.84,186.02
20,10.81,195.09
21,9.6,166.75
22,8.31,186.01
23,7.01,135.24
0,6.39,118.52
1,5.35,86.35
2,4.56,97.57
3,4.06,101.35
4,3.89,94.6
5,4.06,105.15
6,4.56,166.33
7,5.35,160.93
8,6.39,157.39
9,7.59,145.0
10,8.89,132.62
11,10.18,122.9
12,11.39,109.82
13,12.42,112.48
14,13.22,116.95
15,13.72,113.91
16,13.89,109.75
17,13.72,183.05
18,13.22,167.46
19,12.42,164.24
20,11.39,185.57
21,10.18,177.08
22,8.89,181.3
23,7.59,133.93
0,23.9,76.65
1,22.86,89.54
2,22.07,84.43
3,21.57,90.81
4,21.4,78.04
5,21.57,69.5
6,22.07,140.74
7,22.86,144.64
8,23.9,127.01
9,25.1,135.18
10,26.4,111.16
11,27.69,131.58
12,28.9,126.31
13,29.93,127.15
14,30.73,148.81
15,31.23,140.05
16,31.4,135.73
17,31.23,184.99
18,30.73,194.38
19,29.93,198.75
20,28.9,211.85
21,27.69,182.9
22,26.4,174.28
23,25.1,117.54
0,26.09,66.09
1,25.06,80.63
2,24.26,86.31
3,23.76,83.43
4,23.59,80.58
5,23.76,66.06
6,24.26,123.44
7,25.06,137.75
8,26.09,135.05
9,27.3,133.32
10,28.59,130.89
11,29.89,137.81
12,31.09,143.28
13,32.13,152.37
14,32.92,146.95
15,33.42,160.47
16,33.59,161.5
